Repeat_Unit,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Tg
20-60-15-5,4.683706884,4.683706884,0.222538491,0.222538491,0.042056922,21.65625,3848.256,3459.168,3845.020462,1538,72,-0.013021948,-0.103082618,0.103082618,0.013021948,0.083333333,0.215277778,0.4375,14.55111842,9.639299301,2.506484909,-2.402254516,2.614534923,-2.309370413,5.511136132,0.272485361,0.800193186,0.544170007,8296.544565,206.8281679,179.7850273,179.7850273,141.2596334,112.1412525,112.1412525,83.88899212,83.88899212,64.19765538,64.19765538,46.25007018,46.25007018,-12.48,1.49E+105,252.9246893,161.5787969,101.8835376,1790.306718,0,0,0,0,0,0,0,0,0,236.8416846,364.5612064,1203.628648,0,0,0,0,0,0,278.1415842,469.2228941,0,1057.667061,0,0,0,0,0,0,0,0,734.4057541,469.2228941,601.402891,0,0,0,0,0,0,0,106.5223088,171.6192753,462.2991569,71.01487255,0,6.076020107,987.4999055,0,0,0,0,0,0,31.54819165,0,346.0356889,163.0827862,0,0.416666667,288,0,0,12,0,12,0,0,0,0,0,0,178,12,0,12,12,78.73978,1275.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,246.42
25-55-15-5,4.782283951,4.782283951,0.186702035,0.186702035,0.042056922,22.43,3998.436,3603.3,3995.067413,1592,90,-0.013021577,-0.103082618,0.103082618,0.013021577,0.08,0.216666667,0.476666667,14.56961897,9.617214976,2.52546315,-2.424647715,2.633277834,-2.330090197,5.539691646,0.253430747,0.809765546,0.479775067,8595.434273,214.0455001,186.0919102,186.0919102,147.3250531,116.5145839,116.5145839,87.34404062,87.34404062,66.96714261,66.96714261,47.89867585,47.89867585,-11.7,2.08E+112,260.3991726,164.5529375,102.7220619,1865.737339,0,0,0,0,0,0,0,0,0,217.1048776,353.2568833,1310.770953,0,0,0,0,0,0,278.1415842,469.2228941,0,1133.768236,0,0,0,0,0,0,0,0,848.4717966,469.2228941,563.4380236,0,0,0,0,0,0,0,112.4402149,165.7013693,462.2991569,88.76859069,0,12.15204021,1020.034535,19.73680705,0,0,0,0,0,36.39428626,0,374.8173484,149.455032,0,0.4,300,0,0,15,0,15,0,0,0,0,0,0,178,15,0,15,15,80.0104,1319.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,249.23
30-50-15-5,4.67061964,4.67061964,0.209519327,0.209519327,0.042056922,23.25,4148.616,3747.432,4145.114363,1646,108,-0.013021758,-0.102813451,0.102813451,0.013021758,0.080128205,0.211538462,0.442307692,14.59011894,9.607687151,2.546039222,-2.434859405,2.65471574,-2.335957795,5.566319897,0.252650811,0.811557024,0.394436539,8916.503642,221.4259689,192.5619298,192.5619298,153.2761455,120.7144151,120.7144151,91.20450603,91.20450603,69.44281641,69.44281641,50.20662627,50.20662627,-10.92,2.93E+117,267.9682155,166.8590561,104.5813187,1941.16796,0,0,0,0,0,0,0,0,0,197.3680705,335.028823,1424.836996,0,0,0,0,0,0,284.0594902,463.304988,0,1209.869411,0,0,0,0,0,0,0,0,968.4557451,463.304988,525.4731563,0,0,0,0,0,0,0,82.85068465,201.2088056,449.4575136,106.5223088,0,6.076020107,1111.118557,0,0,0,0,0,0,41.43765186,0,402.1912303,137.3711178,0,0.384615385,312,0,0,18,0,18,0,0,0,0,0,0,177,18,0,18,18,81.13692,1363.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,247.47
35-45-15-5,4.894106362,4.894106362,0.177922984,0.177922984,0.042056922,23.90740741,4298.796,3891.564,4295.161313,1700,126,-0.013021948,-0.102803143,0.102803143,0.013021948,0.070987654,0.188271605,0.435185185,14.61387236,9.616613157,2.570358361,-2.425382048,2.676728405,-2.330811455,5.590425792,0.249081016,0.81198428,0.373518048,9218.077825,228.6433011,198.8688127,198.8688127,159.5017586,125.1719302,125.1719302,94.01685997,94.01685997,72.67565316,72.67565316,52.94425274,52.94425274,-10.14,1.06E+123,275.6178079,170.1673279,103.0195461,2016.598581,0,0,0,0,0,0,0,0,0,177.6312635,309.8770254,1545.826776,0,0,0,0,0,0,284.0594902,463.304988,0,1285.970586,0,0,0,0,0,0,0,0,1082.521788,463.304988,487.5082889,0,0,0,0,0,0,0,124.276027,159.7834632,449.4575136,124.276027,0,0,1155.805227,19.73680705,0,0,0,0,0,44.26840808,0,429.5874938,127.1440981,0,0.37037037,324,0,0,21,0,21,0,0,0,0,0,0,177,21,0,21,21,82.40754,1406.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,248.05
40-40-15-5,4.722307662,4.722307662,0.227008147,0.227008147,0.042056922,24.32142857,4448.976,4035.696,4445.208263,1754,144,-0.013021758,-0.103082978,0.103082978,0.013021758,0.071428571,0.202380952,0.4375,14.62738312,9.611275226,2.583852593,-2.431212596,2.691819497,-2.33222923,5.612195544,0.258226065,0.809461917,0.307942587,9478.847612,235.5343599,204.8494222,204.8494222,165.6572961,129.6465106,129.6465106,97.49061879,97.49061879,74.59968448,74.59968448,54.58879558,54.58879558,-9.36,7.06E+128,283.3365725,175.1622403,107.4150675,2092.029203,0,0,0,0,0,0,0,0,0,157.8944564,291.6489651,1659.892818,0,0,0,0,0,0,272.2236781,475.1408001,0,1362.071761,0,0,0,0,0,0,0,0,1184.752018,475.1408001,449.5434215,0,0,0,0,0,0,0,59.17906046,213.0446177,475.1408001,142.0297451,0,6.076020107,1207.38706,6.578935684,0,0,0,0,0,49.38237155,0,464.1840367,106.7669251,0,0.357142857,336,0,0,24,0,24,0,0,0,0,0,0,179,24,0,24,24,83.96636,1450.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,253.93
45-35-15-5,4.892163362,4.892163362,0.1690534,0.1690534,0.042056922,25.0862069,4599.156,4179.828,4595.255213,1808,162,-0.013021758,-0.102813451,0.102813451,0.013021758,0.068965517,0.189655172,0.402298851,14.6497715,9.61431647,2.60681243,-2.42764866,2.712296146,-2.33176636,5.636300574,0.250592534,0.81169373,0.318667337,9824.916051,243.0779655,211.4825785,211.4825785,171.6494348,133.9354296,133.9354296,100.8331672,100.8331672,77.82779387,77.82779387,57.410356,57.410356,-8.58,1.80E+134,291.1151752,177.1101024,105.5792813,2167.459824,0,0,0,0,0,0,0,0,0,138.1576494,287.2683792,1760.111386,0,0,0,0,0,0,284.0594902,463.304988,0,1438.172937,0,0,0,0,0,0,0,0,1310.653873,463.304988,411.5785542,0,0,0,0,0,0,0,118.3581209,165.7013693,449.4575136,159.7834632,0,0,1246.184398,46.05254979,0,0,0,0,0,53.00756473,0,488.9096787,99.08275661,0,0.344827586,348,0,0,27,0,27,0,0,0,0,0,0,177,27,0,27,27,84.94878,1493.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,249.15
50-30-15-5,4.889008176,4.889008176,0.188353321,0.188353321,0.042056922,25.43333333,4749.336,4323.96,4745.302164,1862,180,-0.013021948,-0.103082794,0.103082794,0.013021948,0.066666667,0.191666667,0.427777778,14.66154419,9.615256997,2.618667135,-2.427297089,2.725290255,-2.32786989,5.655272909,0.258167366,0.800215517,0.29626036,10087.75313,249.9690243,217.4631879,217.4631879,177.9314921,138.4605203,138.4605203,103.8387309,103.8387309,80.37448747,80.37448747,59.29110885,59.29110885,-7.8,6.06E+138,298.9458867,182.2035699,108.2103365,2242.890445,0,0,0,0,0,0,0,0,0,118.4208423,255.1928445,1888.024903,0,0,0,0,0,0,272.2236781,475.1408001,0,1514.274112,0,0,0,0,0,0,0,0,1412.884103,475.1408001,373.6136868,0,0,0,0,0,0,0,112.4402149,159.7834632,468.7199785,183.958003,0,6.076020107,1271.450489,59.21042115,0,0,0,0,0,56.14259097,0,521.0630292,83.12771317,0,0.333333333,360,0,0,30,0,30,0,0,0,0,0,0,179,30,0,30,30,86.5076,1537.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,258.31
5-55-20-20,4.480262591,4.480262591,0.356388922,0.356388922,0.042056922,17.94047619,3397.716,3026.772,3394.879612,1376,18,-0.013032611,-0.103082794,0.103082794,0.013032611,0.099206349,0.23015873,0.424603175,14.40862333,9.6964588,2.361370223,-2.345031128,2.482634255,-2.250436824,5.398696552,0.336027203,0.850896203,1.289417387,7384.222802,183.2185308,160.8643787,160.8643787,123.6492827,100.0044218,100.0044218,72.26668641,72.26668641,52.61878423,52.61878423,35.2493727,35.2493727,-14.82,3.99E+88,231.2674853,167.6004902,123.4840987,1564.014855,0,0,0,0,0,0,0,0,0,217.1048776,492.1576287,867.4655076,0,0,0,0,0,0,207.1267116,546.2727535,0,823.3285487,0,0,0,0,0,0,0,0,321.1927541,546.2727535,709.2625062,0,0,0,0,0,0,0,0,207.1267116,532.9281947,24.17453976,0,6.076020107,806.4225476,0,0,0,0,0,0,19.59211593,0,308.3986646,142.6758862,0,0.476190476,252,0,0,3,0,3,0,0,0,0,0,0,178,3,0,3,3,76.65712,1145.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,234.13
10-50-20-20,4.481761953,4.481761953,0.311002863,0.311002863,0.042056922,18.98863636,3547.896,3170.904,3544.926562,1430,36,-0.013021577,-0.103082978,0.103082978,0.013021577,0.09469697,0.234848485,0.446969697,14.46468007,9.670531856,2.419246748,-2.371695415,2.532675381,-2.277798857,5.443853079,0.28486473,0.758082786,0.740901296,7678.893133,190.435863,167.1712615,167.1712615,129.7863807,104.4114266,104.4114266,75.44074245,75.44074245,55.31457742,55.31457742,37.94956919,37.94956919,-14.04,2.96E+93,238.3337606,168.9955521,119.3527595,1639.445476,0,0,0,0,0,0,0,0,0,197.3680705,473.9295683,981.5315501,0,0,0,0,0,0,207.1267116,546.2727535,0,899.4297238,0,0,0,0,0,0,0,0,435.2587966,546.2727535,671.2976388,0,0,0,0,0,0,0,0,207.1267116,526.5073731,48.34907952,0,6.076020107,864.7700046,0,0,0,0,0,0,23.11083563,0,335.8637503,131.6920807,0,0.454545455,264,0,0,6,0,6,0,0,0,0,0,0,178,6,0,6,6,77.92774,1189.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,240.25
15-45-20-20,4.552671559,4.552671559,0.296861705,0.296861705,0.042056922,19.94565217,3698.076,3315.036,3694.973512,1484,54,-0.013021758,-0.103082618,0.103082618,0.013021758,0.086956522,0.22826087,0.467391304,14.4833595,9.683800127,2.438256294,-2.357952507,2.552643367,-2.264951956,5.475541022,0.302857477,0.845259317,0.587427327,7975.016114,197.6531952,173.4781444,173.4781444,135.8686372,108.8015947,108.8015947,78.80317591,78.80317591,58.12096115,58.12096115,39.87828799,39.87828799,-13.26,5.25E+99,245.5622153,170.8361719,117.6107848,1714.876097,0,0,0,0,0,0,0,0,0,177.6312635,462.6252452,1088.673855,0,0,0,0,0,0,207.1267116,546.2727535,0,975.5308989,0,0,0,0,0,0,0,0,549.3248391,546.2727535,633.3327715,0,0,0,0,0,0,0,0,207.1267116,539.3490163,53.26115442,0,12.15204021,917.0414415,0,0,0,0,0,0,27.35968239,0,364.4044422,118.902542,0,0.434782609,276,0,0,9,0,9,0,0,0,0,0,0,178,9,0,9,9,79.19836,1233.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,242.86
20-40-20-20,4.579712561,4.579712561,0.264670387,0.264670387,0.042056922,20.9375,3848.256,3459.168,3845.020462,1538,72,-0.013021577,-0.102813451,0.102813451,0.013021577,0.086805556,0.222222222,0.454861111,14.51318342,9.652227235,2.468317688,-2.38975997,2.58193633,-2.289154665,5.505837965,0.294659942,0.830436548,0.461326061,8293.228668,205.0336641,179.948164,179.948164,141.8870766,113.0687729,113.0687729,82.34080273,82.34080273,60.90041156,60.90041156,42.49336914,42.49336914,-12.48,9.03E+105,252.9246893,172.0306316,115.9720716,1790.306718,0,0,0,0,0,0,0,0,0,157.8944564,444.3971849,1202.739898,0,0,0,0,0,0,213.0446177,540.3548475,0,1051.632074,0,0,0,0,0,0,0,0,669.3087876,540.3548475,595.3679041,0,0,0,0,0,0,0,11.83581209,201.2088056,520.0865515,77.43569418,0,0,994.4646759,0,0,0,0,0,0,31.31838373,0,390.156103,109.5255132,0,0.416666667,288,0,0,12,0,12,0,0,0,0,0,0,177,12,0,12,12,80.32488,1276.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,246.97
25-35-20-20,4.752405921,4.752405921,0.212682564,0.212682564,0.042056922,21.63,3998.436,3603.3,3995.067413,1592,90,-0.013021577,-0.103082978,0.103082978,0.013021577,0.083333333,0.22,0.426666667,14.55914727,9.623067991,2.515506457,-2.418755329,2.622980742,-2.324912251,5.540077022,0.253798841,0.813791397,0.41132384,8571.434273,212.0878596,186.0919102,186.0919102,148.1976748,117.6324411,117.6324411,84.96291056,84.96291056,63.69505674,63.69505674,45.56295513,45.56295513,-11.7,2.80E+112,260.3991726,175.5110582,112.9118226,1865.737339,0,0,0,0,0,0,0,0,0,138.1576494,419.2453874,1323.729678,0,0,0,0,0,0,207.1267116,546.2727535,0,1127.733249,0,0,0,0,0,0,0,0,777.456924,546.2727535,557.4030367,0,0,0,0,0,0,0,65.09696651,142.0297451,526.5073731,101.6102339,0,0,1019.572653,26.31574273,0,0,0,0,0,33.61979936,0,421.3886158,95.65825151,0,0.4,300,0,0,15,0,15,0,0,0,0,0,0,178,15,0,15,15,81.7396,1320.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,248.48
30-30-20-20,4.75823457,4.75823457,0.212958829,0.212958829,0.042056922,22.375,4148.616,3747.432,4145.114363,1646,108,-0.013021948,-0.102803143,0.102803143,0.013021948,0.083333333,0.224358974,0.483974359,14.57243017,9.629092511,2.528815158,-2.412792084,2.637691024,-2.319097812,5.562634346,0.257080046,0.819531653,0.373235975,8871.643724,219.3051918,192.3987931,192.3987931,154.2337523,121.9452255,121.9452255,88.58693802,88.58693802,66.37839388,66.37839388,47.17917561,47.17917561,-10.92,5.90E+117,267.9682155,178.2252661,114.8202379,1941.16796,0,0,0,0,0,0,0,0,0,118.4208423,407.4381487,1431.374898,0,0,0,0,0,0,207.1267116,546.2727535,0,1203.834424,0,0,0,0,0,0,0,0,891.5229665,546.2727535,519.4381694,0,0,0,0,0,0,0,59.17906046,147.9476512,539.3490163,106.5223088,0,0,1084.499046,19.73680705,0,0,0,0,0,37.81679787,0,450.098349,82.75151981,0,0.384615385,312,0,0,18,0,18,0,0,0,0,0,0,178,18,0,18,18,83.01022,1363.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,249.93
35-25-20-20,4.75097004,4.75097004,0.274308742,0.274308742,0.042056922,23.06481481,4298.796,3891.564,4295.161313,1700,126,-0.013021577,-0.103082978,0.103082978,0.013021577,0.077160494,0.206790123,0.438271605,14.58649432,9.61900906,2.542941546,-2.422807922,2.653359152,-2.327745755,5.586724066,0.261796557,0.80834735,0.331589541,9173.13386,226.5225239,198.705676,198.705676,160.3203401,126.2949201,126.2949201,92.03740947,92.03740947,68.9551995,68.9551995,49.48938766,49.48938766,-10.14,1.69E+123,275.6178079,181.133308,115.4743594,2016.598581,0,0,0,0,0,0,0,0,0,98.68403525,382.7892667,1551.861763,0,0,0,0,0,0,207.1267116,546.2727535,0,1279.935599,0,0,0,0,0,0,0,0,1005.589009,546.2727535,481.473302,0,0,0,0,0,0,0,11.83581209,195.2908995,539.3490163,124.276027,0,0,1149.425438,13.15787137,0,0,0,0,0,43.81427676,0,479.0153118,67.83707811,0,0.37037037,324,0,0,21,0,21,0,0,0,0,0,0,178,21,0,21,21,84.28084,1407.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,250.88
40-20-20-20,4.908144506,4.908144506,0.208907033,0.208907033,0.042056922,23.80357143,4448.976,4035.696,4445.208263,1754,144,-0.013021577,-0.102813451,0.102813451,0.013021577,0.074404762,0.196428571,0.398809524,14.6034147,9.623632303,2.560163221,-2.418326926,2.670328568,-2.322854063,5.60992752,0.263397706,0.811955267,0.330753161,9496.893502,233.9029928,205.1756956,205.1756956,166.3176115,130.578935,130.578935,95.60199442,95.60199442,71.7177995,71.7177995,51.85438128,51.85438128,-9.36,2.43E+128,283.3365725,183.353188,115.4789447,2092.029203,0,0,0,0,0,0,0,0,0,78.9472282,371.4849436,1659.004068,0,0,0,0,0,0,213.0446177,540.3548475,0,1356.036774,0,0,0,0,0,0,0,0,1125.572958,540.3548475,443.5084346,0,0,0,0,0,0,0,23.67162418,189.3729935,520.0865515,148.4505667,0,0,1221.275568,6.578935684,0,0,0,0,0,47.94853306,0,506.0895844,56.96188251,0,0.357142857,336,0,0,24,0,24,0,0,0,0,0,0,177,24,0,24,24,85.40736,1451.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,249.93
45-15-20-20,4.590707193,4.590707193,0.232998041,0.232998041,0.042056922,24.30172414,4599.156,4179.828,4595.255213,1808,162,-0.013021577,-0.102803143,0.102803143,0.013021577,0.07183908,0.183908046,0.356321839,14.62271076,9.601169738,2.579468084,-2.441531855,2.689877866,-2.34261771,5.631071927,0.242552851,0.803361261,0.27150653,9779.811,240.9571883,211.3194418,211.3194418,172.4766789,134.9978725,134.9978725,98.90429724,98.90429724,74.21177384,74.21177384,53.92381338,53.92381338,-8.58,6.73E+134,291.1151752,187.4115351,117.7793085,2167.459824,0,0,0,0,0,0,0,0,0,59.21042115,346.3331461,1779.993847,0,0,0,0,0,0,207.1267116,546.2727535,0,1432.13795,0,0,0,0,0,0,0,0,1233.721094,546.2727535,405.5435672,0,0,0,0,0,0,0,47.34324837,159.7834632,532.9281947,166.2042849,0,0,1279.278224,0,0,0,0,0,0,51.65048188,0,537.0149702,42.00121454,0,0.344827586,348,0,0,27,0,27,0,0,0,0,0,0,178,27,0,27,27,86.82208,1494.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,250.64
50-10-20-20,4.825566605,4.825566605,0.228597241,0.228597241,0.042056922,24.95,4749.336,4323.96,4745.302164,1862,180,-0.013021948,-0.102792767,0.102792767,0.013021948,0.069444444,0.166666667,0.330555556,14.64562164,9.621549318,2.602857092,-2.420200768,2.711292256,-2.325841573,5.65448641,0.254341942,0.815404326,0.280151417,10106.11273,248.3376572,217.7894613,217.7894613,178.5412973,139.3424344,139.3424344,102.1791554,102.1791554,77.13601985,77.13601985,56.70862117,56.70862117,-7.8,5.25E+139,298.9458867,189.9363153,116.5914687,2242.890445,0,0,0,0,0,0,0,0,0,39.4736141,335.028823,1887.136153,0,0,0,0,0,0,213.0446177,540.3548475,0,1508.239125,0,0,0,0,0,0,0,0,1353.705042,540.3548475,367.5786999,0,0,0,0,0,0,0,59.17906046,153.8655572,520.0865515,183.958003,0,0,1324.812611,19.73680705,0,0,0,0,0,55.21456278,0,563.3640737,32.42136349,0,0.333333333,360,0,0,30,0,30,0,0,0,0,0,0,177,30,0,30,30,87.9486,1538.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,249.38
