Repeat_Unit_id,smiles,sequence,Tg
1,C=C[C@@H](C)C[C@H](C=C)C[C@H](C=C)[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CCC=CCCC=CC[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111414411131111111111111111111111111113111111111111113111222,288.96
2,C=CCCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,211111111111111141111111111112111111111114131111111111112343,309.23
3,C=C[C@H](CC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CCCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CCC[C@H](C[C@H](CC=CCC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111144111113231131121111111111111111111111111111411111111112,327.19
4,C=C[C@@H](CC[C@H](C[C@H](CC=CCC[C@H](CC=CCCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C@@H](C[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111111111111111111111113111111121111111111111121111211314434,295.11
5,C=C[C@@H](CC[C@H](CC=CCC[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C@@H](C[C@@H](CCC=CC[C@@H](CCC=CC[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111111111211141111112113141121313111111111411111111111111111,306.68
6,C=C[C@H](CC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111111111131111111114111113111111132111241111111411111111112,322.08
7,C=C[C@H](CC=CC[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCCC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,111111111111141323111111113411111121121411111111111111111111,328.07
8,C=C[C@@H](C)CC=CCCC=CCCC=CCC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,131111111111112111111111111111111411111111111111111311124432,308.76
9,C=C[C@@H](CC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CCC[C@H](C=C)[C@@H](C[C@@H](CCC=CCC[C@H](C=C)[C@@H](C[C@@H](CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,311241123111114121111114111111111111113111111111111111111111,302.77
